track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,cluster
MONTAGEM - FR PUNK,"Ayparia, unxbected",2,2012,6,20,641.0,50,0.010268754126976677,1.0,52.0,8.0,0.0,0.0,0.45390070921985815,A,Major,0.547945205479452,0.860215053763441,0.819277108433735,0.7216494845360825,0.16406890894175633,0.06382978723404256,0.09891196834817027,Not Found,0
Fast Car,Luke Combs,1,2023,3,24,1446.0,12,0.04917147348800824,57.0,97.0,35.0,0.0,429.0,0.23404255319148937,G#,Major,0.6575342465753424,0.6774193548387097,0.5542168674698795,0.1958762886597938,0.0,0.09574468085106383,0.0,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1,0
What It Is (Solo Version),Doechii,1,2023,3,17,804.0,25,0.024837888111245824,29.0,76.0,24.0,0.0,162.0,0.7588652482269503,C#,Minor,0.6986301369863015,0.7741935483870969,0.746987951807229,0.061855670103092786,0.0,0.07446808510638298,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b2732ee85751f6f503fa9a533eba,0
Coco Chanel,"Bad Bunny, Eladio Carrion",2,2023,3,17,1962.0,38,0.08581176593063089,28.0,89.0,29.0,5.0,82.0,0.6028368794326241,D,Major,0.6164383561643836,0.10752688172043011,0.746987951807229,0.041237113402061855,0.0,0.07446808510638298,0.024727992087042572,Not Found,1
Donï¿½ï¿½ï¿½t Bl,Taylor Swift,1,2017,11,8,4875.0,23,0.25663378815638815,19.0,45.0,0.0,0.0,10.0,0.5035460992907801,A,Minor,0.5342465753424657,0.16129032258064518,0.4698795180722892,0.1134020618556701,0.0,0.031914893617021274,0.024727992087042572,Not Found,1
Still With You,Jung Kook,1,2020,6,5,31.0,39,0.002550277902537885,2.0,107.0,8.0,0.0,0.0,0.16312056737588654,C#,Minor,0.4109589041095891,0.3225806451612903,0.3975903614457832,0.09278350515463918,0.0,0.851063829787234,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273a7f42c375578df426b37638d,1
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2023,5,12,2175.0,23,0.04426218302209606,69.0,145.0,69.0,2.0,478.0,0.5531914893617021,D#,Major,0.821917808219178,0.6989247311827957,0.3614457831325302,0.15463917525773196,0.0,0.07446808510638298,0.741839762611277,Not Found,3
Say Yes To Heaven,Lana Del Rey,1,2023,3,17,2000.0,46,0.037583131089101426,49.0,105.0,63.0,1.0,0.0,0.24822695035460995,F#,Minor,0.35616438356164387,0.13978494623655913,0.2530120481927711,0.7319587628865979,0.18457752255947588,0.08510638297872342,0.0,https://i.scdn.co/image/ab67616d0000b273aa27708d07f49c82ff0d0dae,2
Snooze,SZA,1,2022,12,9,2839.0,25,0.14450983366598638,58.0,156.0,42.0,1.0,236.0,0.5531914893617021,F,Major,0.4520547945205479,0.3763440860215054,0.49397590361445787,0.14432989690721648,0.0,0.08510638297872342,0.24727992087042566,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,1
Summertime Sadness,Lana Del Rey,1,2011,1,1,20333.0,52,0.3739678213219662,89.0,143.0,1632.0,3.0,200.0,0.33333333333333337,C#,Minor,0.4520547945205479,0.2150537634408602,0.6265060240963856,0.07216494845360824,0.0,0.09574468085106383,0.0,https://i.scdn.co/image/ab67616d0000b273f894be72a77b1488292672c7,1
Take Two,BTS,1,2023,6,9,674.0,47,0.03401318944034733,20.0,106.0,25.0,4.0,78.0,0.1985815602836879,G,Major,0.5342465753424657,0.5698924731182796,0.5421686746987953,0.030927835051546393,0.0,0.3723404255319149,0.0,https://i.scdn.co/image/ab67616d0000b2738a701e76e8845928f6cd81c8,1
Lover,Taylor Swift,1,2012,1,1,8448.0,23,0.33435691877918033,160.0,110.0,163.0,0.0,5.0,0.9999999999999999,G,Major,0.27397260273972596,0.49462365591397855,0.49397590361445787,0.5154639175257731,0.0,0.12765957446808512,0.173095944609298,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,2
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2022,12,2,2110.0,58,0.0999949261019803,17.0,119.0,19.0,2.0,266.0,0.16312056737588654,G,Minor,0.6164383561643836,0.13978494623655913,0.6867469879518073,0.15463917525773196,0.0,0.08510638297872342,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,1
Chemical,Post Malone,1,2023,4,14,2528.0,39,0.05536698287276266,56.0,91.0,59.0,3.0,486.0,0.7446808510638298,D,Major,0.3698630136986301,0.3548387096774194,0.9156626506024098,0.0,0.0,0.09574468085106383,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b273f76f8deeba5370c98ad38f1c,1
Mockingbird,Eminem,1,2004,1,1,12985.0,61,0.4753156771030254,49.0,98.0,2394.0,5.0,204.0,0.13475177304964536,E,Minor,0.5342465753424657,0.2150537634408602,0.6385542168674699,0.21649484536082475,0.0,0.10638297872340427,0.6181998021760642,https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023,3
New Jeans,NewJeans,1,2023,7,7,77.0,35,0.0,8.0,166.0,4.0,4.0,34.0,0.4893617021276595,E,Minor,0.7945205479452055,0.5268817204301076,0.6987951807228916,0.5257731958762887,0.0,0.09574468085106383,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af,0
Primera Cita,Carin Leon,1,2022,4,20,266.0,27,0.017834747767225212,6.0,40.0,6.0,6.0,202.0,0.6595744680851064,A#,Major,0.4246575342465753,0.49462365591397855,0.3132530120481928,0.6288659793814433,0.0,0.07446808510638298,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b273dc0bb68a08c069cf8467f1bd,2
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097.0,52,0.6182146207553114,384.0,135.0,1034.0,37.0,312.0,0.36170212765957444,C#,Major,0.7808219178082192,0.9462365591397851,0.7951807228915663,0.041237113402061855,0.0,0.07446808510638298,0.0,Not Found,0
Dandelions,Ruth B.,1,2017,4,28,3423.0,21,0.42636964972971225,41.0,100.0,59.0,1.0,32.0,0.36879432624113473,C#,Major,0.5205479452054795,0.44086021505376344,0.6626506024096386,0.020618556701030927,0.0,0.06382978723404256,0.0,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707,1
Bones,Imagine Dragons,1,2021,3,11,4198.0,44,0.316772320126535,98.0,108.0,327.0,17.0,153.0,0.34751773049645385,F,Minor,0.7397260273972603,0.6559139784946237,0.6987951807228916,0.020618556701030927,0.0,0.0425531914893617,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,0
Set Fire to the Rain,Adele,1,2011,1,1,14739.0,43,0.44469053153592164,88.0,112.0,2163.0,5.0,519.0,0.3049645390070922,D,Minor,0.5205479452054795,0.46236559139784944,0.6506024096385543,0.0,0.0,0.10638297872340427,0.0,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,1
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792.0,32,0.41717872586622196,69.0,113.0,695.0,0.0,458.0,0.5602836879432623,E,Minor,0.6986301369863015,0.3548387096774194,0.4698795180722892,0.07216494845360824,0.0,0.19148936170212766,0.173095944609298,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797,1
Tak Segampang Itu,Anggi Marito,1,2022,12,2,213.0,6,0.058052098799666635,7.0,6.0,0.0,0.0,48.0,0.46099290780141844,F,Major,0.38356164383561636,0.15053763440860218,0.3614457831325302,0.7835051546391752,0.0,0.08510638297872342,0.0,https://i.scdn.co/image/ab67616d0000b2732844c4e4e984ea408ab7fd6f,2
LAGUNAS,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,6,22,58.0,18,0.00280435529195522,2.0,106.0,4.0,2.0,184.0,0.36170212765957444,B,Major,0.7397260273972603,0.8064516129032259,0.5783132530120483,0.3402061855670103,0.02050861361771954,0.12765957446808512,0.0,Not Found,0
Mine (Taylor's Version),Taylor Swift,1,2023,7,7,99.0,15,0.0019609325476427474,21.0,52.0,6.0,1.0,0.0,0.3971631205673759,G,Major,0.5753424657534247,0.48387096774193555,0.7710843373493976,0.0,0.0,0.14893617021276595,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,1
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751.0,25,0.46132407078358295,101.0,32.0,2655.0,0.0,666.0,0.33333333333333337,G,Major,0.5616438356164384,0.5376344086021506,0.8072289156626506,0.3711340206185567,0.0,0.08510638297872342,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235,0
No Role Modelz,J. Cole,1,2014,12,9,21164.0,36,0.6912135882197569,80.0,65.0,476.0,0.0,14.0,0.24822695035460995,A#,Minor,0.6438356164383561,0.46236559139784944,0.45783132530120485,0.30927835051546393,0.0,0.031914893617021274,0.741839762611277,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8,3
Tattoo,Loreen,1,2023,2,25,2988.0,59,0.06669740806621392,74.0,102.0,145.0,18.0,925.0,0.6028368794326241,D#,Minor,0.43835616438356156,0.2795698924731183,0.7710843373493976,0.24742268041237114,0.0,0.09574468085106383,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6,1
Rara Vez,"Taiu, Milo j",2,2023,2,8,893.0,38,0.08494089667481075,19.0,23.0,24.0,3.0,88.0,0.3900709219858156,F,Minor,0.8356164383561644,0.989247311827957,0.6867469879518073,0.18556701030927836,0.0,0.32978723404255317,0.34619188921859595,https://i.scdn.co/image/ab67616d0000b273d467bed4e6b2a01ea8569100,0
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",3,2023,5,12,1094.0,34,0.023151290568171442,40.0,58.0,47.0,8.0,203.0,0.43971631205673756,B,Minor,0.8082191780821919,0.913978494623656,0.855421686746988,0.041237113402061855,0.0,0.2127659574468085,0.0741839762611277,Not Found,0
august,Taylor Swift,1,2020,7,24,7324.0,22,0.22602027048901857,25.0,81.0,61.0,1.0,44.0,0.17730496453900713,F,Major,0.38356164383561636,0.40860215053763443,0.5662650602409639,0.5463917525773195,0.0,0.06382978723404256,0.0,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,2
LUNA,"Junior H, Peso Pluma",2,2023,6,22,201.0,11,0.009399386297382701,19.0,117.0,8.0,1.0,74.0,0.44680851063829785,A,Minor,0.7123287671232876,0.8064516129032259,0.5903614457831325,0.3402061855670103,0.0,0.12765957446808512,0.024727992087042572,Not Found,0
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120.0,48,0.0703870913053237,161.0,115.0,246.0,9.0,638.0,0.5531914893617021,A,Major,0.5616438356164384,0.2903225806451613,0.8795180722891568,0.041237113402061855,0.08203445447087816,0.05319148936170213,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273c58e22815048f8dfb1aa8bd0,1
Nonsense,Sabrina Carpenter,1,2022,7,15,2346.0,27,0.12219519778520761,69.0,12.0,38.0,8.0,64.0,0.524822695035461,G#,Major,0.6986301369863015,0.6881720430107527,0.6506024096385543,0.030927835051546393,0.0,0.2446808510638298,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273700f7bf79c9f063ad0362bdf,0
Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763.0,26,0.0,21.0,110.0,21.0,9.0,71.0,0.6879432624113474,A#,Major,0.35616438356164387,0.7956989247311829,0.6024096385542169,0.1958762886597938,0.0,0.08510638297872342,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2735c7336d25ca101fbb0855647,0
Feliz Cumpleaï¿½ï¿½os Fe,Feid,1,2022,8,19,3430.0,38,0.223953420348898,45.0,69.0,52.0,4.0,3.0,0.21276595744680848,F,Major,0.8767123287671232,0.5698924731182796,0.49397590361445787,0.10309278350515463,0.0,0.2765957446808511,0.09891196834817027,Not Found,0
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074.0,52,0.755079511585613,201.0,44.0,6551.0,2.0,0.0,0.5744680851063829,D,Major,0.547945205479452,0.903225806451613,0.9518072289156628,0.030927835051546393,0.0,0.07446808510638298,0.12363996043521285,Not Found,0
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032.0,30,0.913114766437316,221.0,96.0,1078.0,2.0,136.0,0.35460992907801414,E,Minor,0.1643835616438356,0.08602150537634408,0.19277108433734938,0.9587628865979382,0.0,0.07446808510638298,0.0,Not Found,2
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871.0,32,0.013745371978259362,25.0,59.0,32.0,5.0,88.0,0.44680851063829785,B,Major,0.7534246575342465,0.5913978494623657,0.6144578313253013,0.10309278350515463,0.0,0.2446808510638298,0.049455984174085144,Not Found,0
Queencard,(G)I-DLE,1,2023,5,15,451.0,33,0.025286527313250855,10.0,126.0,7.0,0.0,148.0,0.46099290780141844,E,Minor,0.8082191780821919,0.6989247311827957,0.8313253012048193,0.030927835051546393,0.0,0.2553191489361702,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27382dd2427e6d302711b1b9616,0
OMG,NewJeans,1,2023,1,2,1783.0,27,0.15680521893287927,26.0,124.0,15.0,1.0,22.0,0.43971631205673756,A,Minor,0.7808219178082192,0.7526881720430109,0.7590361445783134,0.3711340206185567,0.0,0.08510638297872342,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273d70036292d54f29e8b68ec01,0
Radio,Lana Del Rey,1,2011,1,1,9389.0,46,0.09937396552821469,24.0,122.0,282.0,3.0,368.0,0.6028368794326241,D,Major,0.2602739726027397,0.17204301075268819,0.8674698795180723,0.21649484536082475,0.0,0.06382978723404256,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b273f894be72a77b1488292672c7,1
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724.0,44,0.2711502201547101,119.0,108.0,254.0,29.0,22.0,0.4042553191489362,D,Minor,0.7534246575342465,0.49462365591397855,0.5903614457831325,0.27835051546391754,0.0,0.06382978723404256,0.049455984174085144,Not Found,0
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682.0,46,0.09601012007190764,24.0,90.0,30.0,1.0,176.0,0.3829787234042553,C#,Minor,0.7123287671232876,0.47311827956989244,0.4698795180722892,0.18556701030927836,0.0,0.1595744680851064,0.7665677546983196,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,3
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182.0,8,0.008764114039238907,3.0,88.0,1.0,0.0,52.0,0.3191489361702128,G,Minor,0.726027397260274,0.989247311827957,0.6987951807228916,0.32989690721649484,0.0,0.06382978723404256,0.024727992087042572,Not Found,0
Perfect,Ed Sheeran,1,2017,1,1,16596.0,13,0.9931996786290948,7.0,0.0,2094.0,0.0,0.0,0.21276595744680848,G#,Major,0.5068493150684932,0.13978494623655913,0.37349397590361455,0.16494845360824742,0.0,0.08510638297872342,0.0,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,1
Romantic Homicide,d4vd,1,2022,7,20,2335.0,23,0.2552783759254313,82.0,55.0,50.0,0.0,9.0,0.475177304964539,F#,Major,0.4520547945205479,0.17204301075268819,0.49397590361445787,0.4639175257731959,0.02050861361771954,0.30851063829787234,0.0,https://i.scdn.co/image/ab67616d0000b273bd1a52b3d5903ee01c216da0,2
Believer,Imagine Dragons,1,2017,1,31,18986.0,23,0.9999999999999999,250.0,121.0,2969.0,10.0,31.0,0.42553191489361697,A#,Minor,0.7397260273972603,0.7526881720430109,0.7710843373493976,0.041237113402061855,0.0,0.2127659574468085,0.19782393669634052,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,0
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283.0,7,0.01932503098240997,6.0,9.0,26.0,1.0,66.0,0.4184397163120567,D#,Minor,0.8356164383561644,0.6559139784946237,0.4337349397590362,0.6907216494845361,0.0,0.10638297872340427,0.0741839762611277,Not Found,2
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293.0,8,0.0,5.0,2.0,30.0,2.0,66.0,0.4822695035460993,B,Minor,0.9589041095890412,0.6881720430107527,0.6144578313253013,0.4329896907216495,0.0,0.09574468085106383,0.5440158259149365,https://i.scdn.co/image/ab67616d0000b27319d60821e80a801506061776,3
Without Me,Eminem,1,2002,1,1,21081.0,43,0.6506084597768093,98.0,76.0,3889.0,5.0,0.0,0.33333333333333337,G,Major,0.9452054794520548,0.6774193548387097,0.6265060240963856,0.0,0.0,0.35106382978723405,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,0
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275.0,32,0.2278186718283647,13.0,8.0,5.0,0.0,1.0,0.17730496453900713,F,Minor,0.49315068493150677,0.5161290322580646,0.40963855421686757,0.3917525773195876,0.1025430680885977,0.07446808510638298,0.19782393669634052,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a,2
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135.0,38,0.43299861941207757,71.0,113.0,99.0,13.0,28.0,0.10638297872340419,D#,Minor,0.5753424657534247,0.24731182795698925,0.6626506024096386,0.08247422680412371,0.0,0.5319148936170213,0.024727992087042572,Not Found,1
Somewhere Only We Know,Keane,1,2004,1,1,20015.0,16,0.41552718373741454,107.0,69.0,5239.0,0.0,558.0,0.7588652482269503,A,Major,0.30136986301369867,0.3118279569892473,0.5421686746987953,0.061855670103092786,0.0,0.05319148936170213,0.0,https://i.scdn.co/image/ab67616d0000b273045d0a38105fbe7bde43c490,1
Those Eyes,New West,1,2019,5,10,1507.0,14,0.14924903427009306,24.0,71.0,44.0,1.0,195.0,0.3900709219858156,E,Major,0.5068493150684932,0.2150537634408602,0.2530120481927711,0.7525773195876289,0.0,0.2978723404255319,0.0,https://i.scdn.co/image/ab67616d0000b2731bb5dc21200bfc56d8f7ef41,2
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539.0,21,0.08802290073414708,7.0,71.0,4.0,2.0,13.0,0.5319148936170213,G,Minor,0.6986301369863015,0.989247311827957,0.7951807228915663,0.18556701030927836,0.0,0.021276595744680854,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2736a6ab689151163a1e9f60f36,0
Mi Bello Angel,Natanael Cano,1,2023,6,30,86.0,8,0.0,7.0,76.0,3.0,1.0,93.0,0.44680851063829785,A,Minor,0.7945205479452055,0.924731182795699,0.7590361445783134,0.010309278350515464,0.0,0.06382978723404256,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b273e2e093427065eaca9e2f2970,0
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894.0,9,0.07932682432141636,14.0,88.0,66.0,3.0,72.0,0.6737588652482268,A,Major,0.6301369863013699,0.6129032258064517,0.6867469879518073,0.3402061855670103,0.0,0.2978723404255319,0.42037586547972366,Not Found,3
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622.0,9,0.5695392854809473,0.0,0.0,356.0,0.0,0.0,0.5602836879432623,F,Major,0.6849315068493151,0.89247311827957,0.674698795180723,0.061855670103092786,0.0,0.26595744680851063,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,0
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561.0,14,0.043291668732557395,4.0,14.0,12.0,5.0,56.0,0.900709219858156,B,Major,0.3698630136986301,0.870967741935484,0.45783132530120485,0.1134020618556701,0.0,0.26595744680851063,0.0741839762611277,Not Found,0
Counting Stars,OneRepublic,1,2013,1,1,29215.0,43,0.7778427037579195,179.0,97.0,3394.0,11.0,153.0,0.4042553191489362,C#,Minor,0.5890410958904109,0.47311827956989244,0.6867469879518073,0.061855670103092786,0.0,0.09574468085106383,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2739e2f95ae77cf436017ada9cb,1
Ghost,Justin Bieber,1,2021,3,19,5866.0,24,0.44614835824630283,107.0,38.0,95.0,0.0,0.0,0.6312056737588653,D,Major,0.5205479452054795,0.39784946236559143,0.7228915662650603,0.21649484536082475,0.0,0.39361702127659576,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,1
Under The Influence,Chris Brown,1,2019,10,4,3859.0,26,0.3528776360544499,133.0,181.0,3.0,0.0,0.0,0.36879432624113473,A,Minor,0.6849315068493151,0.2903225806451613,0.6626506024096386,0.061855670103092786,0.0,0.08510638297872342,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2739a494f7d8909a6cc4ceb74ac,1
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961.0,26,0.15878973975493377,19.0,143.0,10.0,6.0,15.0,0.5177304964539007,G,Minor,0.7534246575342465,0.913978494623656,0.8313253012048193,0.10309278350515463,0.0,0.09574468085106383,0.049455984174085144,Not Found,0
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257.0,24,0.9999999999999999,433.0,107.0,3631.0,0.0,26.0,0.276595744680851,C#,Major,0.7397260273972603,0.34408602150537637,0.5903614457831325,0.010309278350515464,0.0,0.35106382978723405,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,1
Enchanted,Taylor Swift,1,2010,1,1,4564.0,16,0.23173253242396144,24.0,101.0,113.0,0.0,40.0,0.702127659574468,G#,Major,0.30136986301369867,0.2150537634408602,0.5783132530120483,0.08247422680412371,0.0,0.13829787234042554,0.0,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,1
Sure Thing,Miguel,1,2010,5,25,13801.0,19,0.36110646634654503,137.0,125.0,435.0,6.0,285.0,0.11347517730496448,B,Minor,0.6164383561643836,0.5053763440860216,0.5542168674698795,0.030927835051546393,0.0,0.1702127659574468,0.173095944609298,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c,1
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439.0,19,0.6135174989866615,211.0,74.0,929.0,0.0,129.0,0.36879432624113473,C#,Major,0.8082191780821919,0.7419354838709679,0.37349397590361455,0.5567010309278351,0.0,0.0425531914893617,0.0,https://i.scdn.co/image/ab67616d0000b2730408dc279dd7c7354ff41014,0
